Ügyfélszám;Ügyfél név;Mobilszám;SIM státusz;Tarifacsomag;Tétel;Díj jellege;Év;Hónap;Kiszámlázott idõszak kezdete;darabszám;árazott perc;adatmennyiség (Mbyte);Egységár;Nettó összeg;Bruttó összeg;;Áfa összege;Kedvezménnyel csökkentett Nettó összeg;Kedvezménnyel csökkentett Bruttó összeg;Kedvezménnyel csökkentett Áfa összeg;Áfa kulcsa
138800;Astra Zeneca Kft. ;203738197;A;Üzleti elõfizetés             ;Company Policy                ;Forgalmi;2019;11;2019.11.04;14;100,21;;;0;0;;0;0;0;0;27
138800;Astra Zeneca Kft. ;203738197;A;Üzleti elõfizetés             ;SMS                           ;Forgalmi;2019;11;2019.11.04;19;;;;0;0;;0;0;0;0;27
138800;Astra Zeneca Kft. ;203738197;A;Üzleti elõfizetés             ;Váll. Hipernet Active         ;Forgalmi;2019;11;2019.11.01;15;;253,4;;0;0;;0;0;0;0;5
138800;Astra Zeneca Kft. ;203738197;A;Üzleti elõfizetés             ;Mobil Int.60%havidíjkedv      ;Rendszeres;2019;11;2019.10.26;;;;-2168,5;0;0;;0;-2168,5;-2276,925;-108,425;5
138800;Astra Zeneca Kft. ;203738197;A;Üzleti elõfizetés             ;Váll. Hipernet Active         ;Rendszeres;2019;11;2019.10.26;;;;3614,17;3614,17;3794,8785;;180,7085;3614,17;3794,8785;180,7085;5
138800;Astra Zeneca Kft. ;203738197;A;Üzleti elõfizetés             ;Havidíj 600 Ft                ;Rendszeres;2019;11;2019.10.26;;;;600;600;762;;162;600;762;162;27
138800;Astra Zeneca Kft. ;203738197;A;Üzleti elõfizetés             ;Üzleti elõfizetés             ;Rendszeres;2019;11;2019.10.26;;;;2600;2600;3302;;702;2600;3302;702;27
138800;Astra Zeneca Kft. ;203738197;A;Üzleti elõfizetés             ;Váll. Hipernet Active         ;Forgalmi;2019;11;2019.11.02;281;;1528,48;;0;0;;0;0;0;0;5
138800;Astra Zeneca Kft. ;203738319;A;Üzleti elõfizetés             ;Company Policy                ;Forgalmi;2019;11;2019.11.14;3;39,5;;;0;0;;0;0;0;0;27
138800;Astra Zeneca Kft. ;203738319;A;Üzleti elõfizetés             ;SMS                           ;Forgalmi;2019;11;2019.11.04;40;;;;0;0;;0;0;0;0;27
138800;Astra Zeneca Kft. ;203738319;A;Üzleti elõfizetés             ;Company Policy                ;Forgalmi;2019;11;2019.11.04;54;150,67;;;0;0;;0;0;0;0;27
138800;Astra Zeneca Kft. ;203738319;A;Üzleti elõfizetés             ;SMS                           ;Forgalmi;2019;11;2019.11.11;4;;;;0;0;;0;0;0;0;27
138800;Astra Zeneca Kft. ;203738319;A;Üzleti elõfizetés             ;SMS                           ;Forgalmi;2019;11;2019.11.09;8;;;;0;0;;0;0;0;0;27
138800;Astra Zeneca Kft. ;203738319;A;Üzleti elõfizetés             ;Mobil Int.60%havidíjkedv      ;Rendszeres;2019;11;2019.10.26;;;;-2168,5;0;0;;0;-2168,5;-2276,925;-108,425;5
138800;Astra Zeneca Kft. ;203738319;A;Üzleti elõfizetés             ;Üzleti elõfizetés             ;Rendszeres;2019;11;2019.10.26;;;;2600;2600;3302;;702;2600;3302;702;27
138800;Astra Zeneca Kft. ;203738319;A;Üzleti elõfizetés             ;Váll. Hipernet Active         ;Rendszeres;2019;11;2019.10.26;;;;3614,17;3614,17;3794,8785;;180,7085;3614,17;3794,8785;180,7085;5
138800;Astra Zeneca Kft. ;203738319;A;Üzleti elõfizetés             ;Havidíj 600 Ft                ;Rendszeres;2019;11;2019.10.26;;;;600;600;762;;162;600;762;162;27
138800;Astra Zeneca Kft. ;203738319;A;Üzleti elõfizetés             ;Váll. Hipernet Active         ;Forgalmi;2019;11;2019.11.01;173;;4676,47;;0;0;;0;0;0;0;5
138800;Astra Zeneca Kft. ;203738324;C;Üzleti elõfizetés             ;Mobil Int.60%havidíjkedv      ;Rendszeres;2019;11;2019.10.26;;;;-2168,5;0;0;;0;-2168,5;-2276,925;-108,425;5
138800;Astra Zeneca Kft. ;203738324;C;Üzleti elõfizetés             ;Üzleti elõfizetés             ;Rendszeres;2019;11;2019.10.26;;;;2600;2600;3302;;702;2600;3302;702;27
138800;Astra Zeneca Kft. ;203738324;C;Üzleti elõfizetés             ;Váll. Hipernet Active         ;Rendszeres;2019;11;2019.10.26;;;;3614,17;3614,17;3794,8785;;180,7085;3614,17;3794,8785;180,7085;5
138800;Astra Zeneca Kft. ;203738324;C;Üzleti elõfizetés             ;Havidíj 600 Ft                ;Rendszeres;2019;11;2019.10.26;;;;600;600;762;;162;600;762;162;27
138800;Astra Zeneca Kft. ;203738357;A;Üzleti elõfizetés             ;Company Policy                ;Forgalmi;2019;11;2019.11.04;44;299,46;;;0;0;;0;0;0;0;27
138800;Astra Zeneca Kft. ;203738357;A;Üzleti elõfizetés             ;SMS                           ;Forgalmi;2019;11;2019.11.05;53;;;;0;0;;0;0;0;0;27
138800;Astra Zeneca Kft. ;203738357;A;Üzleti elõfizetés             ;Company Policy                ;Forgalmi;2019;11;2019.11.06;22;172,49;;;0;0;;0;0;0;0;27
138800;Astra Zeneca Kft. ;203738357;A;Üzleti elõfizetés             ;SMS                           ;Forgalmi;2019;11;2019.11.07;7;;;;0;0;;0;0;0;0;27
138800;Astra Zeneca Kft. ;203738357;A;Üzleti elõfizetés             ;SMS                           ;Forgalmi;2019;11;2019.11.04;35;;;;0;0;;0;0;0;0;27
138800;Astra Zeneca Kft. ;203738357;A;Üzleti elõfizetés             ;Mobil Int.60%havidíjkedv      ;Rendszeres;2019;11;2019.10.26;;;;-2168,5;0;0;;0;-2168,5;-2276,925;-108,425;5
138800;Astra Zeneca Kft. ;203738357;A;Üzleti elõfizetés             ;Üzleti elõfizetés             ;Rendszeres;2019;11;2019.10.26;;;;2600;2600;3302;;702;2600;3302;702;27
138800;Astra Zeneca Kft. ;203738357;A;Üzleti elõfizetés             ;Havidíj 600 Ft                ;Rendszeres;2019;11;2019.10.26;;;;600;600;762;;162;600;762;162;27
138800;Astra Zeneca Kft. ;203738357;A;Üzleti elõfizetés             ;Váll. Hipernet Active         ;Rendszeres;2019;11;2019.10.26;;;;3614,17;3614,17;3794,8785;;180,7085;3614,17;3794,8785;180,7085;5
138800;Astra Zeneca Kft. ;203738357;A;Üzleti elõfizetés             ;Váll. Hipernet Active         ;Forgalmi;2019;11;2019.11.01;60;;1118,64;;0;0;;0;0;0;0;5
138800;Astra Zeneca Kft. ;203738381;A;Üzleti elõfizetés             ;Company Policy                ;Forgalmi;2019;11;2019.11.05;16;100,72;;;0;0;;0;0;0;0;27
138800;Astra Zeneca Kft. ;203738381;A;Üzleti elõfizetés             ;MMS                           ;Forgalmi;2019;11;2019.11.05;12;;;111,4;1336,8;1697,736;;360,936;1336,8;1697,736;360,936;27
138800;Astra Zeneca Kft. ;203738381;A;Üzleti elõfizetés             ;SMS                           ;Forgalmi;2019;11;2019.11.01;178;;;;0;0;;0;0;0;0;27
138800;Astra Zeneca Kft. ;203738381;A;Üzleti elõfizetés             ;Company Policy                ;Forgalmi;2019;11;2019.11.04;8;28,91;;;0;0;;0;0;0;0;27
138800;Astra Zeneca Kft. ;203738381;A;Üzleti elõfizetés             ;SMS                           ;Forgalmi;2019;11;2019.11.08;9;;;;0;0;;0;0;0;0;27
138800;Astra Zeneca Kft. ;203738381;A;Üzleti elõfizetés             ;SMS                           ;Forgalmi;2019;11;2019.11.04;44;;;;0;0;;0;0;0;0;27
138800;Astra Zeneca Kft. ;203738381;A;Üzleti elõfizetés             ;Mobil Int.60%havidíjkedv      ;Rendszeres;2019;11;2019.10.26;;;;-2168,5;0;0;;0;-2168,5;-2276,925;-108,425;5
138800;Astra Zeneca Kft. ;203738381;A;Üzleti elõfizetés             ;Üzleti elõfizetés             ;Rendszeres;2019;11;2019.10.26;;;;2600;2600;3302;;702;2600;3302;702;27
138800;Astra Zeneca Kft. ;203738381;A;Üzleti elõfizetés             ;Váll. Hipernet Active         ;Rendszeres;2019;11;2019.10.26;;;;3614,17;3614,17;3794,8785;;180,7085;3614,17;3794,8785;180,7085;5
138800;Astra Zeneca Kft. ;203738381;A;Üzleti elõfizetés             ;Havidíj 600 Ft                ;Rendszeres;2019;11;2019.10.26;;;;600;600;762;;162;600;762;162;27
138800;Astra Zeneca Kft. ;203738381;A;Üzleti elõfizetés             ;Váll. Hipernet Active         ;Forgalmi;2019;11;2019.11.01;148;;3059,59;;0;0;;0;0;0;0;5
138800;Astra Zeneca Kft. ;203738381;A;Üzleti elõfizetés             ;Company Policy                ;Forgalmi;2019;11;2019.11.13;2;8,64;;;0;0;;0;0;0;0;27
138800;Astra Zeneca Kft. ;203738381;A;Üzleti elõfizetés             ;Company Policy                ;Forgalmi;2019;11;2019.11.22;1;1;;;0;0;;0;0;0;0;27
138800;Astra Zeneca Kft. ;203754434;A;Váll. Hipernet Active         ;Mobil Int.60%havidíjkedv      ;Rendszeres;2019;11;2019.10.26;;;;-2168,5;0;0;;0;-2168,5;-2276,925;-108,425;5
138800;Astra Zeneca Kft. ;203754434;A;Váll. Hipernet Active         ;Váll. Hipernet Active         ;Rendszeres;2019;11;2019.10.26;;;;3614,17;3614,17;3794,8785;;180,7085;3614,17;3794,8785;180,7085;5
138800;Astra Zeneca Kft. ;203754477;A;Váll. Hipernet Active         ;Mobil Int.60%havidíjkedv      ;Rendszeres;2019;11;2019.10.26;;;;-2168,5;0;0;;0;-2168,5;-2276,925;-108,425;5
138800;Astra Zeneca Kft. ;203754477;A;Váll. Hipernet Active         ;Váll. Hipernet Active         ;Rendszeres;2019;11;2019.10.26;;;;3614,17;3614,17;3794,8785;;180,7085;3614,17;3794,8785;180,7085;5
138800;Astra Zeneca Kft. ;203754477;A;Váll. Hipernet Active         ;Váll. Hipernet Active         ;Forgalmi;2019;11;2019.11.01;26;;1688,5;;0;0;;0;0;0;0;5
138800;Astra Zeneca Kft. ;203754505;A;Váll. Hipernet Active         ;Mobil Int.60%havidíjkedv      ;Rendszeres;2019;11;2019.10.26;;;;-2168,5;0;0;;0;-2168,5;-2276,925;-108,425;5
138800;Astra Zeneca Kft. ;203754505;A;Váll. Hipernet Active         ;Váll. Hipernet Active         ;Rendszeres;2019;11;2019.10.26;;;;3614,17;3614,17;3794,8785;;180,7085;3614,17;3794,8785;180,7085;5
138800;Astra Zeneca Kft. ;203754505;A;Váll. Hipernet Active         ;Váll. Hipernet Active         ;Forgalmi;2019;11;2019.11.01;111;;7815,95;;0;0;;0;0;0;0;5
138800;Astra Zeneca Kft. ;203754521;A;Váll. Hipernet Active         ;Mobil Int.60%havidíjkedv      ;Rendszeres;2019;11;2019.10.26;;;;-2168,5;0;0;;0;-2168,5;-2276,925;-108,425;5
138800;Astra Zeneca Kft. ;203754521;A;Váll. Hipernet Active         ;Váll. Hipernet Active         ;Rendszeres;2019;11;2019.10.26;;;;3614,17;3614,17;3794,8785;;180,7085;3614,17;3794,8785;180,7085;5
138800;Astra Zeneca Kft. ;203754568;A;Váll. Hipernet Active         ;Mobil Int.60%havidíjkedv      ;Rendszeres;2019;11;2019.10.26;;;;-2168,5;0;0;;0;-2168,5;-2276,925;-108,425;5
138800;Astra Zeneca Kft. ;203754568;A;Váll. Hipernet Active         ;Váll. Hipernet Active         ;Rendszeres;2019;11;2019.10.26;;;;3614,17;3614,17;3794,8785;;180,7085;3614,17;3794,8785;180,7085;5
138800;Astra Zeneca Kft. ;203754568;A;Váll. Hipernet Active         ;Váll. Hipernet Active         ;Forgalmi;2019;11;2019.11.07;16;;1518,34;;0;0;;0;0;0;0;5
138800;Astra Zeneca Kft. ;203754598;A;Váll. Hipernet Active         ;Mobil Int.60%havidíjkedv      ;Rendszeres;2019;11;2019.10.26;;;;-2168,5;0;0;;0;-2168,5;-2276,925;-108,425;5
138800;Astra Zeneca Kft. ;203754598;A;Váll. Hipernet Active         ;Váll. Hipernet Active         ;Rendszeres;2019;11;2019.10.26;;;;3614,17;3614,17;3794,8785;;180,7085;3614,17;3794,8785;180,7085;5
138800;Astra Zeneca Kft. ;203754598;A;Váll. Hipernet Active         ;Váll. Hipernet Active         ;Forgalmi;2019;11;2019.11.05;4;;50,76;;0;0;;0;0;0;0;5
138800;Astra Zeneca Kft. ;203754693;A;Váll. Hipernet Active         ;Mobil Int.60%havidíjkedv      ;Rendszeres;2019;11;2019.10.26;;;;-2168,5;0;0;;0;-2168,5;-2276,925;-108,425;5
138800;Astra Zeneca Kft. ;203754693;A;Váll. Hipernet Active         ;Váll. Hipernet Active         ;Rendszeres;2019;11;2019.10.26;;;;3614,17;3614,17;3794,8785;;180,7085;3614,17;3794,8785;180,7085;5
138800;Astra Zeneca Kft. ;203754726;A;Váll. Hipernet Active         ;Mobil Int.60%havidíjkedv      ;Rendszeres;2019;11;2019.10.26;;;;-2168,5;0;0;;0;-2168,5;-2276,925;-108,425;5
138800;Astra Zeneca Kft. ;203754726;A;Váll. Hipernet Active         ;Váll. Hipernet Active         ;Rendszeres;2019;11;2019.10.26;;;;3614,17;3614,17;3794,8785;;180,7085;3614,17;3794,8785;180,7085;5
138800;Astra Zeneca Kft. ;203754736;A;Váll. Hipernet Active         ;Mobil Int.60%havidíjkedv      ;Rendszeres;2019;11;2019.10.26;;;;-2168,5;0;0;;0;-2168,5;-2276,925;-108,425;5
138800;Astra Zeneca Kft. ;203754736;A;Váll. Hipernet Active         ;Váll. Hipernet Active         ;Rendszeres;2019;11;2019.10.26;;;;3614,17;3614,17;3794,8785;;180,7085;3614,17;3794,8785;180,7085;5
138800;Astra Zeneca Kft. ;203754736;A;Váll. Hipernet Active         ;Váll. Hipernet Active         ;Forgalmi;2019;11;2019.11.08;41;;2628,08;;0;0;;0;0;0;0;5
138800;Astra Zeneca Kft. ;203754753;A;Váll. Hipernet Active         ;Mobil Int.60%havidíjkedv      ;Rendszeres;2019;11;2019.10.26;;;;-2168,5;0;0;;0;-2168,5;-2276,925;-108,425;5
138800;Astra Zeneca Kft. ;203754753;A;Váll. Hipernet Active         ;Váll. Hipernet Active         ;Rendszeres;2019;11;2019.10.26;;;;3614,17;3614,17;3794,8785;;180,7085;3614,17;3794,8785;180,7085;5
138800;Astra Zeneca Kft. ;203754753;A;Váll. Hipernet Active         ;Váll. Hipernet Active         ;Forgalmi;2019;11;2019.11.13;39;;3099,89;;0;0;;0;0;0;0;5
138800;Astra Zeneca Kft. ;203754758;A;Váll. Hipernet Active         ;Mobil Int.60%havidíjkedv      ;Rendszeres;2019;11;2019.10.26;;;;-2168,5;0;0;;0;-2168,5;-2276,925;-108,425;5
138800;Astra Zeneca Kft. ;203754758;A;Váll. Hipernet Active         ;Váll. Hipernet Active         ;Rendszeres;2019;11;2019.10.26;;;;3614,17;3614,17;3794,8785;;180,7085;3614,17;3794,8785;180,7085;5
138800;Astra Zeneca Kft. ;203754758;A;Váll. Hipernet Active         ;Váll. Hipernet Active         ;Forgalmi;2019;11;2019.11.06;39;;1786,85;;0;0;;0;0;0;0;5
138800;Astra Zeneca Kft. ;203754809;A;Váll. Hipernet Active         ;Mobil Int.60%havidíjkedv      ;Rendszeres;2019;11;2019.10.26;;;;-2168,5;0;0;;0;-2168,5;-2276,925;-108,425;5
138800;Astra Zeneca Kft. ;203754809;A;Váll. Hipernet Active         ;Váll. Hipernet Active         ;Rendszeres;2019;11;2019.10.26;;;;3614,17;3614,17;3794,8785;;180,7085;3614,17;3794,8785;180,7085;5
138800;Astra Zeneca Kft. ;203754809;A;Váll. Hipernet Active         ;Váll. Hipernet Active         ;Forgalmi;2019;11;2019.11.03;34;;1894,51;;0;0;;0;0;0;0;5
138800;Astra Zeneca Kft. ;203754904;A;Váll. Hipernet Active         ;Mobil Int.60%havidíjkedv      ;Rendszeres;2019;11;2019.10.26;;;;-2168,5;0;0;;0;-2168,5;-2276,925;-108,425;5
138800;Astra Zeneca Kft. ;203754904;A;Váll. Hipernet Active         ;Váll. Hipernet Active         ;Rendszeres;2019;11;2019.10.26;;;;3614,17;3614,17;3794,8785;;180,7085;3614,17;3794,8785;180,7085;5
138800;Astra Zeneca Kft. ;203754915;A;Váll. Hipernet Active         ;Mobil Int.60%havidíjkedv      ;Rendszeres;2019;11;2019.10.26;;;;-2168,5;0;0;;0;-2168,5;-2276,925;-108,425;5
138800;Astra Zeneca Kft. ;203754915;A;Váll. Hipernet Active         ;Váll. Hipernet Active         ;Rendszeres;2019;11;2019.10.26;;;;3614,17;3614,17;3794,8785;;180,7085;3614,17;3794,8785;180,7085;5
138800;Astra Zeneca Kft. ;203754915;A;Váll. Hipernet Active         ;Váll. Hipernet Active         ;Forgalmi;2019;11;2019.11.17;15;;561,51;;0;0;;0;0;0;0;5
138800;Astra Zeneca Kft. ;203754983;A;Váll. Hipernet Active         ;Mobil Int.60%havidíjkedv      ;Rendszeres;2019;11;2019.10.26;;;;-2168,5;0;0;;0;-2168,5;-2276,925;-108,425;5
138800;Astra Zeneca Kft. ;203754983;A;Váll. Hipernet Active         ;Váll. Hipernet Active         ;Rendszeres;2019;11;2019.10.26;;;;3614,17;3614,17;3794,8785;;180,7085;3614,17;3794,8785;180,7085;5
138800;Astra Zeneca Kft. ;203754983;A;Váll. Hipernet Active         ;Váll. Hipernet Active         ;Forgalmi;2019;11;2019.11.12;38;;1731,26;;0;0;;0;0;0;0;5
138800;Astra Zeneca Kft. ;203756755;A;Váll. Hipernet Active         ;Mobil Int.60%havidíjkedv      ;Rendszeres;2019;11;2019.10.26;;;;-2168,5;0;0;;0;-2168,5;-2276,925;-108,425;5
138800;Astra Zeneca Kft. ;203756755;A;Váll. Hipernet Active         ;Váll. Hipernet Active         ;Rendszeres;2019;11;2019.10.26;;;;3614,17;3614,17;3794,8785;;180,7085;3614,17;3794,8785;180,7085;5
138800;Astra Zeneca Kft. ;203756804;A;Váll. Hipernet Active         ;Mobil Int.60%havidíjkedv      ;Rendszeres;2019;11;2019.10.26;;;;-2168,5;0;0;;0;-2168,5;-2276,925;-108,425;5
138800;Astra Zeneca Kft. ;203756804;A;Váll. Hipernet Active         ;Váll. Hipernet Active         ;Rendszeres;2019;11;2019.10.26;;;;3614,17;3614,17;3794,8785;;180,7085;3614,17;3794,8785;180,7085;5
138800;Astra Zeneca Kft. ;203756844;A;Váll. Hipernet Active         ;Mobil Int.60%havidíjkedv      ;Rendszeres;2019;11;2019.10.26;;;;-2168,5;0;0;;0;-2168,5;-2276,925;-108,425;5
138800;Astra Zeneca Kft. ;203756844;A;Váll. Hipernet Active         ;Váll. Hipernet Active         ;Rendszeres;2019;11;2019.10.26;;;;3614,17;3614,17;3794,8785;;180,7085;3614,17;3794,8785;180,7085;5
138800;Astra Zeneca Kft. ;203756844;A;Váll. Hipernet Active         ;Váll. Hipernet Active         ;Forgalmi;2019;11;2019.11.04;19;;864,41;;0;0;;0;0;0;0;5
138800;Astra Zeneca Kft. ;203756872;A;Váll. Hipernet Active         ;Mobil Int.60%havidíjkedv      ;Rendszeres;2019;11;2019.10.26;;;;-2168,5;0;0;;0;-2168,5;-2276,925;-108,425;5
138800;Astra Zeneca Kft. ;203756872;A;Váll. Hipernet Active         ;Váll. Hipernet Active         ;Rendszeres;2019;11;2019.10.26;;;;3614,17;3614,17;3794,8785;;180,7085;3614,17;3794,8785;180,7085;5
138800;Astra Zeneca Kft. ;203756872;A;Váll. Hipernet Active         ;Váll. Hipernet Active         ;Forgalmi;2019;11;2019.11.04;82;;7156,27;;0;0;;0;0;0;0;5
138800;Astra Zeneca Kft. ;203756912;A;Váll. Hipernet Active         ;Mobil Int.60%havidíjkedv      ;Rendszeres;2019;11;2019.10.26;;;;-2168,5;0;0;;0;-2168,5;-2276,925;-108,425;5
138800;Astra Zeneca Kft. ;203756912;A;Váll. Hipernet Active         ;Váll. Hipernet Active         ;Rendszeres;2019;11;2019.10.26;;;;3614,17;3614,17;3794,8785;;180,7085;3614,17;3794,8785;180,7085;5
138800;Astra Zeneca Kft. ;203756912;A;Váll. Hipernet Active         ;Váll. Hipernet Active         ;Forgalmi;2019;11;2019.11.18;2;;3,76;;0;0;;0;0;0;0;5
138800;Astra Zeneca Kft. ;203756931;A;Váll. Hipernet Active         ;Mobil Int.60%havidíjkedv      ;Rendszeres;2019;11;2019.10.26;;;;-2168,5;0;0;;0;-2168,5;-2276,925;-108,425;5
138800;Astra Zeneca Kft. ;203756931;A;Váll. Hipernet Active         ;Váll. Hipernet Active         ;Rendszeres;2019;11;2019.10.26;;;;3614,17;3614,17;3794,8785;;180,7085;3614,17;3794,8785;180,7085;5
138800;Astra Zeneca Kft. ;203756931;A;Váll. Hipernet Active         ;Váll. Hipernet Active         ;Forgalmi;2019;11;2019.11.05;60;;3348,39;;0;0;;0;0;0;0;5
138800;Astra Zeneca Kft. ;203756940;A;Váll. Hipernet Active         ;Mobil Int.60%havidíjkedv      ;Rendszeres;2019;11;2019.10.26;;;;-2168,5;0;0;;0;-2168,5;-2276,925;-108,425;5
138800;Astra Zeneca Kft. ;203756940;A;Váll. Hipernet Active         ;Váll. Hipernet Active         ;Rendszeres;2019;11;2019.10.26;;;;3614,17;3614,17;3794,8785;;180,7085;3614,17;3794,8785;180,7085;5
138800;Astra Zeneca Kft. ;203757079;A;Váll. Hipernet Active         ;Mobil Int.60%havidíjkedv      ;Rendszeres;2019;11;2019.10.26;;;;-2168,5;0;0;;0;-2168,5;-2276,925;-108,425;5
138800;Astra Zeneca Kft. ;203757079;A;Váll. Hipernet Active         ;Váll. Hipernet Active         ;Rendszeres;2019;11;2019.10.26;;;;3614,17;3614,17;3794,8785;;180,7085;3614,17;3794,8785;180,7085;5
138800;Astra Zeneca Kft. ;203757079;A;Váll. Hipernet Active         ;Váll. Hipernet Active         ;Forgalmi;2019;11;2019.11.05;39;;1757,84;;0;0;;0;0;0;0;5
138800;Astra Zeneca Kft. ;203757246;A;Váll. Hipernet Active         ;Mobil Int.60%havidíjkedv      ;Rendszeres;2019;11;2019.10.26;;;;-2168,5;0;0;;0;-2168,5;-2276,925;-108,425;5
138800;Astra Zeneca Kft. ;203757246;A;Váll. Hipernet Active         ;Váll. Hipernet Active         ;Rendszeres;2019;11;2019.10.26;;;;3614,17;3614,17;3794,8785;;180,7085;3614,17;3794,8785;180,7085;5
138800;Astra Zeneca Kft. ;203757268;A;Váll. Hipernet Active         ;Mobil Int.60%havidíjkedv      ;Rendszeres;2019;11;2019.10.26;;;;-2168,5;0;0;;0;-2168,5;-2276,925;-108,425;5
138800;Astra Zeneca Kft. ;203757268;A;Váll. Hipernet Active         ;Váll. Hipernet Active         ;Rendszeres;2019;11;2019.10.26;;;;3614,17;3614,17;3794,8785;;180,7085;3614,17;3794,8785;180,7085;5
138800;Astra Zeneca Kft. ;203757268;A;Váll. Hipernet Active         ;Váll. Hipernet Active         ;Forgalmi;2019;11;2019.11.04;24;;1268,35;;0;0;;0;0;0;0;5
138800;Astra Zeneca Kft. ;203757334;A;Váll. Hipernet Active         ;Mobil Int.60%havidíjkedv      ;Rendszeres;2019;11;2019.10.26;;;;-2168,5;0;0;;0;-2168,5;-2276,925;-108,425;5
138800;Astra Zeneca Kft. ;203757334;A;Váll. Hipernet Active         ;Váll. Hipernet Active         ;Rendszeres;2019;11;2019.10.26;;;;3614,17;3614,17;3794,8785;;180,7085;3614,17;3794,8785;180,7085;5
138800;Astra Zeneca Kft. ;203757334;A;Váll. Hipernet Active         ;Váll. Hipernet Active         ;Forgalmi;2019;11;2019.11.01;126;;7836,25;;0;0;;0;0;0;0;5
138800;Astra Zeneca Kft. ;203757361;A;Váll. Hipernet Active         ;Mobil Int.60%havidíjkedv      ;Rendszeres;2019;11;2019.10.26;;;;-2168,5;0;0;;0;-2168,5;-2276,925;-108,425;5
138800;Astra Zeneca Kft. ;203757361;A;Váll. Hipernet Active         ;Váll. Hipernet Active         ;Rendszeres;2019;11;2019.10.26;;;;3614,17;3614,17;3794,8785;;180,7085;3614,17;3794,8785;180,7085;5
138800;Astra Zeneca Kft. ;203757361;A;Váll. Hipernet Active         ;Váll. Hipernet Active         ;Forgalmi;2019;11;2019.11.04;41;;1567,06;;0;0;;0;0;0;0;5
138800;Astra Zeneca Kft. ;203757385;A;Váll. Hipernet Active         ;Mobil Int.60%havidíjkedv      ;Rendszeres;2019;11;2019.10.26;;;;-2168,5;0;0;;0;-2168,5;-2276,925;-108,425;5
138800;Astra Zeneca Kft. ;203757385;A;Váll. Hipernet Active         ;Váll. Hipernet Active         ;Rendszeres;2019;11;2019.10.26;;;;3614,17;3614,17;3794,8785;;180,7085;3614,17;3794,8785;180,7085;5
138800;Astra Zeneca Kft. ;203757386;A;Váll. Hipernet Active         ;Mobil Int.60%havidíjkedv      ;Rendszeres;2019;11;2019.10.26;;;;-2168,5;0;0;;0;-2168,5;-2276,925;-108,425;5
138800;Astra Zeneca Kft. ;203757386;A;Váll. Hipernet Active         ;Váll. Hipernet Active         ;Rendszeres;2019;11;2019.10.26;;;;3614,17;3614,17;3794,8785;;180,7085;3614,17;3794,8785;180,7085;5
138800;Astra Zeneca Kft. ;203757386;A;Váll. Hipernet Active         ;Váll. Hipernet Active         ;Forgalmi;2019;11;2019.11.04;45;;3116,88;;0;0;;0;0;0;0;5
138800;Astra Zeneca Kft. ;203757434;A;Váll. Hipernet Active         ;Mobil Int.60%havidíjkedv      ;Rendszeres;2019;11;2019.10.26;;;;-2168,5;0;0;;0;-2168,5;-2276,925;-108,425;5
138800;Astra Zeneca Kft. ;203757434;A;Váll. Hipernet Active         ;Váll. Hipernet Active         ;Rendszeres;2019;11;2019.10.26;;;;3614,17;3614,17;3794,8785;;180,7085;3614,17;3794,8785;180,7085;5
138800;Astra Zeneca Kft. ;203757434;A;Váll. Hipernet Active         ;Váll. Hipernet Active         ;Forgalmi;2019;11;2019.11.08;39;;3003,6;;0;0;;0;0;0;0;5
138800;Astra Zeneca Kft. ;203880553;A;Üzleti elõfizetés             ;Üzleti elõfizetés             ;Forgalmi;2019;11;2019.10.28;1;3,59;;;0;0;;0;0;0;0;27
138800;Astra Zeneca Kft. ;203880553;A;Üzleti elõfizetés             ;Company Policy                ;Forgalmi;2019;11;2019.11.02;30;;;;0;0;;0;0;0;0;27
138800;Astra Zeneca Kft. ;203880553;A;Üzleti elõfizetés             ;MMS                           ;Forgalmi;2019;11;2019.11.18;1;;;111,4;111,4;141,478;;30,078;111,4;141,478;30,078;27
138800;Astra Zeneca Kft. ;203880553;A;Üzleti elõfizetés             ;Company Policy                ;Forgalmi;2019;11;2019.11.23;1;;;52,75;52,75;66,9925;;14,2425;52,75;66,9925;14,2425;27
138800;Astra Zeneca Kft. ;203880553;A;Üzleti elõfizetés             ;SMS                           ;Forgalmi;2019;11;2019.11.03;70;;;;0;0;;0;0;0;0;27
138800;Astra Zeneca Kft. ;203880553;A;Üzleti elõfizetés             ;Company Policy                ;Forgalmi;2019;11;2019.11.04;37;373,59;;;0;0;;0;0;0;0;27
138800;Astra Zeneca Kft. ;203880553;A;Üzleti elõfizetés             ;SMS                           ;Forgalmi;2019;11;2019.11.05;8;;;;0;0;;0;0;0;0;27
138800;Astra Zeneca Kft. ;203880553;A;Üzleti elõfizetés             ;SMS                           ;Forgalmi;2019;11;2019.11.04;1;;;;0;0;;0;0;0;0;27
138800;Astra Zeneca Kft. ;203880553;A;Üzleti elõfizetés             ;Váll. Hipernet Active         ;Forgalmi;2019;11;2019.11.01;39;;398,71;;0;0;;0;0;0;0;5
138800;Astra Zeneca Kft. ;203880553;A;Üzleti elõfizetés             ;Mobil Int.60%havidíjkedv      ;Rendszeres;2019;11;2019.10.26;;;;-2168,5;0;0;;0;-2168,5;-2276,925;-108,425;5
